COD_COMPRA,NOM_CLIENTE,VLR_COMPRA,DAT_COMPRA,BY_INTERNET
757120,Barbara Roach,4468.69,2013-04-27 16:19:26,1
757121,Ivan Branch,4687.55,2010-08-22 22:35:05,0
757122,Peter Rhodes,5065.88,2018-02-12 07:37:44,1
757123,Lacota Everett,5009.47,2011-01-12 11:37:21,0
757124,Ruby Mcdonald,321.04,2017-11-30 23:58:10,1
757125,Irene Barton,7234.10,2018-04-01 18:47:18,1
757126,Garth Hoover,8642.06,2013-12-13 11:11:36,1
757127,Aladdin Spence,2280.43,2014-02-26 06:05:57,0
757128,Tyrone Patrick,2295.22,2012-03-19 10:39:04,1
757129,Tashya Orr,8089.14,2012-07-02 03:23:05,1
757130,Veronica Harris,5600.26,2011-07-07 21:47:44,0
757131,Fleur Donovan,36.01,2011-10-12 16:56:16,1
757132,Leroy Webster,6430.17,2014-05-09 22:34:02,0
757133,Melyssa Lane,2136.41,2011-02-12 22:16:05,0
757134,Allen Kim,1044.90,2010-07-28 22:12:03,0
757135,Alec Trevino,8106.98,2014-04-28 16:22:25,0
757136,Talon Flores,661.42,2011-12-27 08:05:03,0
757137,Kyle Vazquez,1256.23,2011-01-14 15:51:13,1
757138,Damian Crane,6904.97,2017-05-18 11:23:39,1
757139,Lars Hendricks,1445.55,2015-08-25 15:03:33,1
757140,Imogene Combs,503.24,2015-03-30 02:53:08,1
757141,Amena Justice,5776.60,2013-03-26 18:29:45,1
757142,Abel Mccullough,8493.56,2015-06-20 00:52:31,1
757143,Paul Hubbard,80.58,2012-01-20 12:27:26,0
757144,Victor Leon,7349.32,2012-10-08 21:01:14,1
757145,Tiger Hooper,9954.04,2013-11-19 10:59:37,0
757146,Ryder Parsons,7488.10,2013-03-17 00:03:55,1
757147,Germane Mckee,5210.43,2014-12-22 09:39:55,1
757148,Giselle Blankenship,8299.82,2011-09-12 05:20:32,1
757149,Cally Riggs,245.78,2011-09-30 08:19:37,0
757150,Wang Santana,8147.03,2016-11-11 16:05:49,1
757151,Vivien Robbins,3291.67,2015-11-01 15:35:44,0
757152,Fleur Vincent,4627.35,2014-12-19 17:37:05,0
757153,Mason Coffey,9897.80,2013-05-15 15:08:35,1
757154,Florence Wilson,6872.14,2010-10-02 08:44:49,0
757155,Brody Boyd,9003.03,2010-07-06 04:25:50,0
757156,Ciara Charles,4694.30,2014-12-07 16:15:57,1
757157,Rahim Harper,1107.10,2012-01-19 03:58:32,0
757158,Ivana Melendez,2730.64,2013-10-12 19:26:04,0
757159,Faith Rowland,2918.50,2012-05-04 22:04:26,1
757160,Alika Maldonado,3313.68,2011-10-18 12:31:11,0
757161,Timothy Little,8249.12,2016-04-06 19:17:59,0
757162,Althea Sanford,203.67,2012-04-21 21:38:25,0
757163,Kimberley Gonzalez,4797.21,2017-11-26 11:34:17,0
757164,Violet Cain,1053.07,2012-08-12 18:11:00,0
757165,Allistair Hubbard,8427.95,2017-09-25 13:51:12,0
757166,Mona Riggs,9277.56,2010-12-12 08:45:05,0
757167,Macaulay Contreras,5070.87,2010-09-21 09:10:54,0
757168,Macy Chavez,9813.30,2016-10-09 08:26:40,0
757169,Silas Bass,183.92,2011-10-30 17:06:46,1
757170,Griffin Yang,9381.95,2017-02-23 19:26:12,1
757171,Salvador Rodgers,7551.74,2014-01-21 14:46:52,0
757172,Ignacia Wallace,9070.48,2017-03-08 13:35:56,1
757173,Isabelle Newman,2614.00,2013-03-04 23:50:49,1
757174,Rahim Bartlett,4320.17,2013-03-20 11:07:56,1
757175,Ocean Mcconnell,9427.59,2016-12-28 00:26:17,0
757176,Veronica Lang,7091.37,2013-11-24 00:59:18,0
757177,Calvin York,9300.64,2017-09-03 06:55:11,0
757178,Emily Schmidt,6563.71,2015-11-08 22:42:25,0
757179,Cameron Reeves,8085.74,2012-05-26 02:11:18,0
757180,Quynn Maldonado,7563.49,2016-10-04 10:11:07,1
757181,Akeem Barr,5497.57,2010-12-21 22:31:59,0
757182,Hamish Patterson,9457.38,2014-01-03 21:28:13,0
757183,Jamalia Nixon,4455.46,2014-01-10 00:12:28,1
757184,Kyra Morrow,9222.43,2014-08-24 07:42:57,0
757185,Eric Murphy,1965.98,2016-10-12 17:34:11,0
757186,Joel Goodwin,1199.03,2011-01-10 00:20:12,1
757187,Dillon Winters,9649.70,2016-03-27 05:54:06,1
757188,Hall Lane,9344.56,2011-12-06 16:58:55,0
757189,Octavius Bonner,5561.14,2014-04-07 01:28:27,1
757190,Britanni Shepard,1399.74,2016-02-01 06:53:08,0
757191,Avram Juarez,4036.09,2010-06-08 11:56:52,1
757192,Basia Lane,3683.30,2014-12-17 02:26:52,1
757193,Fatima Hawkins,4429.81,2015-02-20 19:29:48,0
757194,Pandora Blair,1019.49,2013-10-10 18:37:59,1
757195,Kato Solis,9393.94,2013-12-19 00:09:07,0
757196,Demetria Hays,1619.32,2014-03-27 05:41:11,0
757197,Blake Nash,2574.08,2011-01-12 18:44:36,1
757198,Savannah Barlow,8605.27,2012-10-07 03:03:03,0
757199,Ali Burch,7137.22,2017-12-23 23:38:56,0
757200,Dylan Morgan,507.30,2011-03-01 13:33:36,1
757201,Shoshana Lynn,5713.75,2016-05-23 07:39:14,1
757202,Margaret Deleon,5238.55,2015-07-03 09:33:33,0
757203,Erica Bowman,7264.04,2012-02-26 08:37:24,1
757204,Palmer Mcmillan,6600.34,2017-04-29 07:40:15,1
757205,Zachary Walton,1954.17,2017-07-27 01:49:47,1
757206,Celeste Fuentes,1965.04,2012-08-15 07:44:58,0
757207,Desiree Maddox,5682.49,2011-05-23 14:56:56,1
757208,Brian Chavez,5093.28,2015-07-30 20:18:11,0
757209,Madaline Bean,1902.23,2016-09-06 18:10:44,1
757210,Camden Lewis,1981.59,2010-11-08 18:42:49,1
757211,Desirae Joseph,6152.39,2016-07-08 17:10:42,1
757212,Victor Holt,5858.23,2015-08-04 12:14:04,0
757213,Dustin Mack,8134.21,2010-12-10 20:43:48,0
757214,Alan Fitzgerald,8521.03,2012-05-22 17:30:04,0
757215,Lacy Clay,3446.93,2010-08-28 17:01:43,0
757216,Ava Lane,990.60,2013-03-12 04:49:22,0
757217,Duncan Wong,7971.46,2018-02-06 11:33:42,1
757218,Sarah Sears,4059.50,2018-04-18 20:52:08,0
757219,Joelle Ballard,1034.72,2010-04-26 20:40:41,1
757220,Yuri Albert,8954.65,2010-12-31 00:18:21,1
757221,Hector Smith,9343.58,2012-02-21 09:36:01,1
757222,Wyoming Meyers,6212.82,2010-06-04 14:59:34,0
757223,Austin Crawford,3191.95,2014-07-01 15:13:45,0
757224,Dieter Rose,8229.04,2016-12-22 09:31:14,1
757225,Yuri Delgado,2120.22,2018-02-02 01:22:09,1
757226,Zachary Madden,592.03,2014-01-20 02:57:16,0
757227,Cally Cabrera,2936.67,2017-06-14 20:56:54,1
757228,Laura Terry,7679.33,2013-09-08 00:23:09,1
757229,Caleb Rich,134.07,2011-06-05 21:22:10,0
757230,Amy Gay,6098.52,2016-02-27 11:38:01,1
757231,Rana Valenzuela,8853.27,2015-02-24 15:59:34,0
757232,Tate Benson,6254.57,2017-07-02 05:07:36,1
757233,Boris Butler,3993.64,2011-03-15 09:00:52,0
757234,Elmo Buchanan,4340.07,2015-02-06 04:33:54,1
757235,Lana Bell,6000.25,2016-04-29 01:05:57,0
757236,Winifred Berry,5671.53,2011-03-17 03:26:56,1
757237,Dante Guzman,9054.67,2017-07-31 05:08:23,1
757238,Callie Calderon,5733.27,2010-09-10 07:10:59,1
757239,Edward Garner,1331.08,2016-09-25 05:47:01,0
757240,Zahir Klein,6089.95,2017-08-11 11:24:40,0
757241,Lucian Doyle,4115.89,2010-08-21 08:46:55,1
757242,Norman Britt,7245.87,2013-09-25 12:38:33,1
757243,Murphy Robertson,8944.74,2015-04-06 15:02:28,1
757244,Eaton Koch,2895.77,2011-06-08 01:56:43,1
757245,Sharon Morton,8191.17,2011-01-20 16:39:56,1
757246,Burton Abbott,1764.41,2014-04-16 04:23:22,1
757247,Lesley Wagner,8447.37,2016-09-28 16:57:23,1
757248,Dylan Nixon,1698.24,2017-07-18 03:56:28,0
757249,Ira Ford,7804.18,2012-09-16 02:00:57,1
757250,Justina Mckenzie,2384.39,2016-01-20 15:56:40,0
757251,Lareina Chavez,8558.64,2010-12-10 22:25:32,1
757252,Cade Dyer,808.59,2018-02-03 05:10:54,0
757253,Fatima Harper,2213.61,2013-09-29 20:42:19,0
757254,Ainsley Hunter,6168.90,2017-11-26 12:08:55,0
757255,Moana Crawford,7162.83,2010-06-06 01:30:38,1
757256,Price Mcdowell,8600.18,2017-01-26 23:10:10,0
757257,Yardley Holman,2895.46,2015-05-05 07:51:22,1
757258,Ria Avila,465.32,2014-03-17 00:37:55,0
757259,Keegan Pate,9131.59,2016-11-24 17:19:46,0
757260,Bruno Schultz,3074.21,2011-10-05 15:51:46,0
757261,Geraldine Love,251.34,2015-10-22 19:14:03,0
757262,Marshall Mcmahon,7329.97,2012-09-28 04:27:37,0
757263,Beck Schultz,3632.50,2013-02-11 21:00:04,1
757264,Samson Mendoza,104.25,2016-12-02 16:00:57,0
757265,Barbara Palmer,2062.44,2013-10-19 05:34:48,0
757266,Damian Ware,192.39,2014-08-24 11:50:50,0
757267,Clementine Yates,3536.62,2015-08-19 09:53:36,0
757268,Maxine Joseph,5838.59,2013-10-04 09:18:16,0
757269,Maggy Lamb,7160.26,2015-11-24 02:52:10,1
757270,Helen Osborn,5515.34,2015-03-07 11:41:29,1
757271,Odessa Baker,3974.78,2011-02-09 14:48:32,0
757272,Ross Delacruz,3230.28,2015-06-02 11:54:23,1
757273,Brock Mercer,85.00,2010-05-19 00:37:53,0
757274,Aline Jarvis,6291.88,2013-07-20 17:46:03,1
757275,Armand Townsend,7064.65,2014-09-06 03:34:33,0
757276,Clio Buck,6441.02,2018-03-21 06:57:33,0
757277,Mason Norris,3312.02,2012-08-22 23:11:33,1
757278,Hamilton Benton,3505.05,2010-05-31 16:55:52,1
757279,Oren Hewitt,3882.11,2010-06-20 10:51:25,1
757280,Wynter Mann,3330.50,2014-09-30 22:19:12,0
757281,Adria Albert,5473.00,2012-06-24 16:24:16,1
757282,Amber Frederick,2962.63,2015-01-02 14:55:40,1
757283,Iola Stein,607.46,2015-02-20 18:49:08,0
757284,Athena Hubbard,606.88,2014-09-01 14:33:44,1
757285,Iris Blackwell,4246.52,2012-03-19 08:45:35,0
757286,Quentin Yates,2596.62,2018-01-02 23:09:25,0
757287,Rosalyn Mccray,9249.83,2010-06-02 16:17:52,1
757288,Vivien Hatfield,4588.88,2017-08-21 23:57:18,0
757289,Sylvia Booth,8728.17,2012-11-03 18:06:21,1
757290,Susan Hancock,4283.56,2011-12-13 17:37:55,1
757291,Tamara Pope,2382.08,2015-12-16 05:51:05,1
757292,Ocean Olson,5332.23,2010-07-21 16:28:41,1
757293,Sharon Vinson,9452.90,2013-01-28 03:26:06,1
757294,Brianna Bowman,8729.35,2012-09-10 19:10:07,0
757295,Lars Guzman,6459.73,2011-01-30 10:33:55,1
757296,Austin Potts,9201.27,2011-10-04 04:08:29,1
757297,Hakeem Cox,6324.73,2010-11-12 20:44:56,1
757298,Halee Kelly,2581.51,2013-09-01 01:33:54,1
757299,Carson Graham,7526.12,2013-05-19 12:41:38,1
757300,Rhiannon Clarke,1089.38,2014-12-29 09:13:00,0
757301,Xantha Barrett,3076.91,2010-12-09 18:04:13,0
757302,Kessie Whitehead,6144.95,2010-09-19 08:24:04,0
757303,Gray Giles,9563.95,2014-12-18 09:18:09,0
757304,Brielle Trevino,6893.49,2017-01-28 13:10:11,1
757305,Winifred Joseph,3505.60,2016-08-09 07:31:07,1
757306,Malcolm Carver,2199.21,2017-04-25 18:32:19,1
757307,Taylor David,6681.23,2010-07-18 03:58:05,0
757308,Lee Petty,3701.40,2016-09-07 16:25:46,0
757309,Alexander Bender,3799.17,2010-05-30 08:47:22,1
757310,Marshall Gutierrez,6155.52,2017-07-08 06:56:28,0
757311,Kevyn Stephenson,9883.21,2017-11-23 01:45:39,0
757312,Logan Collier,1723.61,2015-03-27 04:57:07,1
757313,Akeem Clemons,4592.01,2014-12-24 04:44:40,0
757314,Joelle Day,9388.98,2014-08-30 04:55:49,1
757315,Joan Garner,3050.33,2017-05-31 16:07:07,0
757316,Chester Shelton,6848.78,2010-07-25 12:46:44,0
757317,Vanna Luna,7449.28,2011-12-05 13:38:27,1
757318,Isaac Maynard,4792.46,2015-06-04 01:03:47,1
757319,Pearl Forbes,7162.99,2016-04-22 06:04:05,1
757320,Bruno Gibbs,1055.99,2016-07-13 05:41:38,1
757321,Lee Knight,877.73,2017-01-03 13:30:33,1
757322,Whitney Arnold,9909.42,2010-09-08 21:11:49,1
757323,Genevieve Rivas,7584.17,2014-02-16 16:59:04,0
757324,Fatima Vang,5386.09,2011-04-15 17:49:52,0
757325,Daquan Santiago,6506.85,2017-05-10 02:22:55,0
757326,Ariana Dillard,734.05,2013-09-30 22:28:00,1
757327,Dennis Lyons,8957.72,2018-03-30 05:59:21,1
757328,Curran Hutchinson,1756.67,2016-03-29 21:47:44,1
757329,Lucius Hays,5159.59,2014-07-21 18:01:08,1
757330,Mannix Crane,7233.96,2017-01-22 11:52:14,0
757331,Marvin Reeves,7341.17,2011-05-08 05:43:18,0
757332,Dexter Woods,6771.79,2012-11-03 12:47:29,0
757333,Lester Gonzales,6811.99,2010-11-04 12:41:43,0
757334,Quinn Bowers,9018.70,2012-01-16 15:07:04,0
757335,Dennis Fisher,1257.25,2013-03-17 13:12:49,1
757336,Zephania Camacho,3511.98,2014-08-08 14:59:08,1
757337,Dane Donovan,6253.91,2012-12-05 14:29:17,1
757338,Tatiana Ward,7679.33,2010-08-22 13:30:47,1
757339,Baker Lindsey,1112.23,2011-12-10 17:53:13,0
757340,Lenore Stanton,3125.27,2013-02-18 00:31:13,1
757341,Neve Albert,2015.16,2015-02-15 01:21:08,0
757342,Burke Ratliff,9049.00,2014-02-02 12:07:37,0
757343,Darius Shaffer,9309.71,2012-04-28 21:54:44,1
757344,Amela Yates,4174.32,2017-09-16 10:39:26,0
757345,Joel Norton,6267.55,2014-01-17 19:06:13,1
757346,Basil Jenkins,6488.29,2010-07-05 22:19:28,0
757347,Jack Wong,8400.43,2011-01-21 22:03:28,1
757348,Evelyn Dunlap,7648.93,2018-03-30 05:58:22,1
757349,Gail Terry,8370.63,2012-09-25 02:54:01,0
757350,Jescie Preston,8708.41,2015-02-24 23:58:16,1
757351,Fulton Shelton,5126.04,2015-01-03 22:04:55,0
757352,Ruth Mccormick,9420.81,2017-06-26 18:00:01,1
757353,Quintessa Galloway,9988.38,2015-06-30 07:34:54,1
757354,Bruce Fitzpatrick,8233.61,2011-05-09 11:58:20,0
757355,Isaac Greer,8647.26,2017-02-13 03:34:24,0
757356,Kelly Gibson,1412.46,2014-11-14 02:33:32,0
757357,Xena Hart,9923.24,2010-05-07 12:54:59,0
757358,Amethyst Conner,2689.24,2011-10-03 19:48:05,1
757359,Brody Parker,7332.34,2014-05-16 12:22:54,0
757360,Warren Norris,9561.56,2016-09-05 08:13:38,1
757361,Dorian Acosta,1158.50,2014-12-23 12:12:45,0
757362,Alexa Meyer,9445.48,2013-09-29 12:46:31,0
757363,Wylie Collier,46.43,2010-07-12 09:25:04,0
757364,Yen Emerson,5146.73,2014-07-13 20:51:37,0
757365,Roary Logan,2765.19,2015-10-04 14:18:07,0
757366,Heidi Rosales,9707.28,2014-01-09 12:24:42,1
757367,Wylie Wade,9263.15,2013-07-25 22:54:00,1
757368,Unity Lopez,3607.81,2015-06-24 18:18:48,1
757369,Montana Hendrix,7467.36,2011-11-18 04:07:12,1
757370,Mariko Bean,299.80,2016-07-25 07:32:10,1
757371,Maxwell Kirby,5517.63,2014-05-10 10:22:22,1
757372,Mechelle Keith,8647.05,2012-12-15 01:31:23,1
757373,Cora Figueroa,6369.04,2015-01-24 03:48:31,1
757374,August Henry,246.36,2013-08-29 05:42:07,0
757375,Yen Bradshaw,4988.84,2011-01-12 07:34:34,1
757376,Joy Wilkins,5508.62,2018-03-29 02:07:08,0
757377,Xerxes Ewing,2768.40,2017-07-31 20:09:57,0
757378,Norman Kemp,3603.17,2015-06-25 01:07:38,1
757379,Cecilia Mcconnell,2051.04,2017-09-22 02:38:55,1
757380,Griffin Small,8270.33,2013-04-20 05:20:21,0
757381,Omar Rivera,6112.46,2012-03-25 22:37:00,0
757382,Chase Gay,5488.84,2013-04-19 06:15:29,0
757383,Rudyard Powers,574.46,2016-09-07 03:00:14,1
757384,Kadeem Murphy,3522.24,2010-12-22 02:44:27,0
757385,Grace Levy,6728.36,2016-02-23 12:35:04,0
757386,Julian Hart,2386.64,2011-07-07 03:50:50,0
757387,Fleur Contreras,7136.03,2014-07-07 09:42:23,0
757388,Kevin Buckner,5928.65,2016-10-18 11:31:36,1
757389,Eden Goodwin,7943.21,2012-07-17 17:57:21,1
757390,Bruce Anderson,1331.37,2014-05-30 09:24:03,0
757391,Aidan Douglas,7398.78,2014-06-19 02:38:06,1
757392,Daria Rosa,6227.94,2017-09-21 07:00:59,1
757393,Mason Jacobson,8271.25,2018-01-11 21:19:03,0
757394,Britanni Clark,6522.47,2012-05-14 11:57:54,0
757395,Amanda Francis,209.62,2011-03-06 05:02:58,0
757396,Ann Trujillo,1773.12,2014-12-09 04:20:56,1
757397,Alfonso Casey,3322.79,2017-02-13 06:19:24,1
757398,Jaquelyn Joseph,2856.57,2013-11-10 14:18:37,1
757399,Ulla Knowles,7253.13,2014-01-02 08:25:49,0
757400,Omar Merritt,8075.87,2010-07-03 23:27:44,1
757401,Neil Chase,8215.21,2015-05-10 01:34:35,0
757402,Dora Heath,7606.02,2016-12-16 20:01:25,0
757403,Lucian Taylor,5630.44,2016-11-14 07:49:55,0
757404,Dillon Joyce,4938.42,2015-04-02 05:56:28,0
757405,Naomi Griffin,4104.41,2012-12-20 06:17:29,0
757406,Mona Medina,3892.39,2013-01-03 03:28:16,1
757407,Hadassah Finch,3555.60,2015-09-13 07:32:32,0
757408,Allen Walsh,5192.57,2017-03-30 09:11:09,1
757409,Bruno Graham,7260.17,2011-10-20 01:01:21,0
757410,Carissa Baird,7603.88,2014-04-14 02:51:47,0
757411,Rose Emerson,7325.74,2015-04-02 07:13:07,1
757412,Kiayada Jensen,2031.18,2017-08-19 06:48:05,1
757413,Wendy Irwin,2135.49,2016-08-12 20:13:16,0
757414,Kennan Moon,2192.61,2011-04-26 18:16:53,1
757415,Lesley Roberson,3118.57,2013-03-24 02:09:33,1
757416,Oliver Burt,8424.65,2013-06-03 04:48:50,1
757417,Michael Hester,4606.62,2011-11-23 19:28:52,1
757418,Deacon Butler,292.87,2012-04-11 07:48:48,0
757419,Arden Mercado,1875.65,2016-06-30 00:02:53,1
757420,Donna Harvey,8960.02,2010-10-16 22:54:23,1
757421,Gillian Sexton,9583.34,2011-09-19 18:33:12,1
757422,Velma Strong,4768.57,2012-09-15 05:01:21,1
757423,Connor Prince,3479.14,2011-02-10 12:37:15,1
757424,Dai Mcintosh,871.00,2016-05-18 06:31:46,0
757425,Edan Osborn,28.22,2013-09-01 03:25:55,1
757426,Logan Byrd,6635.51,2017-12-09 20:28:22,1
757427,Blake Case,6482.81,2015-01-09 12:54:30,0
757428,Sierra Cortez,8123.12,2012-04-25 22:00:38,1
757429,Meghan Bray,5783.68,2014-04-27 15:24:50,0
757430,Brennan Rodriquez,4399.59,2016-12-19 21:34:52,1
757431,Dalton Justice,4979.71,2010-08-22 21:35:11,1
757432,Noelani Mendoza,9541.86,2018-03-27 19:11:54,0
757433,Vincent Riggs,6010.66,2013-12-04 05:39:33,1
757434,Dolan Lindsey,9082.41,2018-02-05 21:28:03,1
757435,Ann Cameron,286.93,2017-12-23 05:44:22,0
757436,Chaney Levy,6104.58,2016-09-30 11:09:57,1
757437,Calvin Wall,2993.10,2015-01-04 17:06:45,1
757438,Amanda Heath,9552.20,2014-08-18 19:55:16,1
757439,Tatum Lopez,4630.02,2012-09-04 15:49:55,0
757440,Ocean Hull,6071.40,2016-04-30 03:36:25,0
757441,Nissim Berger,8886.08,2017-05-05 00:38:53,1
757442,Hedwig Dalton,3240.21,2016-06-11 20:43:14,0
757443,George Chaney,2469.79,2011-12-06 08:37:37,1
757444,Hyatt Watts,4247.43,2018-01-10 03:49:53,0
757445,Jermaine Galloway,3381.92,2016-10-10 06:46:14,1
757446,Cheyenne Guzman,3053.90,2017-08-21 16:16:08,0
757447,Kasper Schwartz,4926.84,2011-03-28 04:48:39,1
757448,William Little,3350.74,2013-01-19 19:49:58,1
757449,Quynn Britt,8417.64,2015-05-13 13:30:17,0
757450,Ashton Watts,8019.44,2016-08-21 09:54:59,1
757451,Daria Vincent,1188.46,2016-03-03 23:36:35,1
757452,Clare Boone,3287.42,2016-08-08 11:44:08,0
757453,Jermaine Hyde,2234.11,2014-05-24 09:45:28,0
757454,Aiko Rush,4219.07,2014-01-20 07:47:29,1
757455,Ronan Goff,8301.85,2017-12-17 13:23:11,1
757456,Minerva Mcclure,3341.89,2016-02-18 23:49:30,1
757457,Hall Franks,8535.60,2012-04-12 00:34:04,1
757458,Hammett Chaney,4118.03,2012-03-30 03:33:22,1
757459,Fletcher Whitney,9519.59,2015-06-06 01:10:10,0
757460,Thane Parker,900.74,2014-08-31 02:24:57,0
757461,Rashad Sanford,8063.78,2016-05-20 04:08:23,1
757462,Driscoll Cortez,4194.45,2010-06-01 19:12:16,0
757463,Courtney Collier,2020.82,2014-12-12 14:02:27,1
757464,Lucy Holman,7682.50,2016-09-22 20:52:06,1
757465,Nolan Chavez,9106.54,2013-10-31 13:08:46,0
757466,Madonna Miller,5431.66,2013-02-08 16:11:27,1
757467,Jena Guy,904.27,2014-09-09 17:16:13,1
757468,Burke Martin,6504.75,2016-03-20 03:27:10,0
757469,Charlotte Campbell,5137.18,2014-06-12 13:18:48,1
757470,Connor Stephenson,5969.15,2013-05-06 15:49:29,0
757471,Hadley Daniel,4321.24,2016-03-29 08:58:29,0
757472,Kaseem Walters,3593.67,2015-10-09 09:11:05,1
757473,Gwendolyn Bailey,690.29,2016-09-23 00:53:16,1
757474,Lisandra Landry,9863.16,2010-10-26 05:58:22,0
757475,Dante Hogan,3817.18,2016-08-02 07:04:00,0
757476,Clio Bridges,4041.12,2016-04-12 23:38:05,1
757477,Axel Hoover,2989.50,2013-07-10 00:17:12,1
757478,Leslie Michael,6140.43,2013-05-22 12:41:50,0
757479,Pearl Ruiz,9282.28,2017-06-02 21:27:24,0
757480,Joy Olson,1131.49,2016-08-01 23:19:28,1
757481,Reagan Bishop,7576.67,2012-02-01 01:29:02,0
757482,Guy Cervantes,7340.21,2016-07-02 00:04:14,0
757483,Akeem Hernandez,2614.73,2018-03-19 20:16:14,1
757484,Kevin Sparks,2971.92,2013-08-21 16:28:40,1
757485,Alexandra Velez,6099.29,2011-07-27 10:39:57,0
757486,Azalia Mccullough,9501.23,2011-10-12 11:03:49,0
757487,Josephine Hendrix,4294.73,2016-04-20 07:00:39,1
757488,Holmes Compton,8355.83,2011-02-01 08:22:58,1
757489,Leo Baldwin,4598.64,2011-09-11 19:44:24,0
757490,Uriah Battle,7664.63,2012-08-11 15:26:25,0
757491,Coby Leach,8944.31,2012-03-02 08:15:17,1
757492,Edan Graham,376.10,2012-01-20 02:10:58,1
757493,Helen Carr,9825.86,2014-10-26 13:30:03,0
757494,Nigel Blankenship,9343.58,2015-01-19 12:35:06,0
757495,Jolie Weaver,7830.47,2015-11-02 16:28:54,1
757496,Ifeoma Hensley,6769.57,2014-10-06 08:55:27,0
757497,Haviva Baxter,9213.90,2016-07-11 19:15:04,0
757498,Orli Witt,6081.43,2013-05-15 05:36:23,1
757499,Reece Berry,265.88,2014-10-30 00:47:49,0
757500,Scott Morgan,9109.78,2015-11-30 18:45:04,0
757501,Tamekah Mueller,4550.76,2011-03-20 11:25:25,1
757502,Mia Schroeder,9585.19,2013-06-18 01:19:38,0
757503,Alfonso Santana,7785.74,2013-09-27 23:21:25,0
757504,Stewart Head,3278.14,2014-09-14 23:02:17,1
757505,Wyatt Floyd,9989.99,2015-01-25 15:11:58,0
757506,Griffith Wagner,6864.44,2013-12-07 01:58:45,1
757507,Marcia Mccarty,9156.38,2014-08-15 01:06:31,0
757508,Victoria Terry,9415.22,2016-02-10 08:57:54,1
757509,Jaquelyn Blair,6843.15,2010-12-25 21:11:47,1
757510,Yetta Rowland,2572.94,2017-04-11 00:59:01,1
757511,Sydney Blair,1654.95,2013-12-15 16:45:35,0
757512,Orli Ellison,3638.93,2011-05-13 07:18:44,1
757513,Sacha Farmer,611.54,2014-08-14 17:38:06,0
757514,Hadassah Ellis,3246.20,2017-01-02 01:53:33,1
757515,Tucker Sosa,5507.24,2016-01-03 08:07:33,1
757516,Bree Mack,7629.70,2018-01-02 10:43:45,0
757517,Hyatt Fox,6817.45,2017-08-06 16:12:21,1
757518,Kyra Brock,1775.85,2012-11-25 11:04:13,0
757519,Mikayla Hull,4901.57,2018-02-02 05:11:10,0
757520,Warren Flowers,8829.35,2012-08-24 06:41:38,1
757521,Latifah Lang,3631.20,2018-04-21 17:33:38,0
757522,Shaeleigh Black,2770.42,2013-11-01 03:42:16,0
757523,Justin Garcia,8180.90,2013-03-27 04:05:49,0
757524,Zelenia Spears,1513.27,2011-02-03 16:30:42,0
757525,Tate Soto,7358.14,2017-04-03 03:29:12,1
757526,Isaac Wells,893.96,2018-04-11 06:58:06,1
757527,Hayley Knight,6762.19,2017-08-27 19:25:07,0
757528,Lois Farmer,2060.52,2012-06-14 06:18:28,1
757529,Jordan Alexander,3957.66,2015-08-09 11:16:24,1
757530,Porter Massey,5374.76,2018-02-27 07:17:42,0
757531,Ali Collins,2245.91,2013-11-28 05:25:15,0
757532,Vance Lyons,3833.01,2014-08-24 14:10:52,1
757533,Liberty Gay,8443.81,2013-11-12 22:49:02,1
757534,Idola Crosby,9545.34,2017-06-12 12:18:25,1
757535,Emi Tate,9711.15,2012-09-30 08:15:05,1
757536,Allistair Heath,3003.07,2016-01-21 16:10:01,1
757537,Marah Hale,6951.37,2014-03-16 14:49:51,1
757538,Imelda Finley,1143.95,2017-02-10 20:01:17,1
757539,Keane Beach,7853.40,2010-10-07 20:05:14,1
757540,Armand Dillon,5645.52,2011-05-09 00:21:13,0
757541,Tasha Park,3442.40,2012-08-07 12:45:38,1
757542,Stone Terry,9414.51,2015-07-20 13:11:46,0
757543,Yen Duffy,9133.74,2011-06-16 22:29:42,0
757544,Sydney Williams,4644.87,2014-01-14 05:32:22,1
757545,Julian Haney,7060.48,2014-10-28 20:54:04,0
757546,Vera Rasmussen,3636.56,2017-11-11 12:11:13,1
757547,Hayfa Dudley,2117.81,2013-11-14 09:55:40,0
757548,Abra Holden,256.76,2012-10-18 02:16:06,0
757549,Kristen Garner,6780.11,2015-09-27 12:18:18,1
757550,Aubrey Kennedy,8913.03,2017-06-08 07:41:55,0
757551,Jaime Hart,7819.01,2015-02-15 20:14:24,1
757552,Jaden Bradshaw,9749.47,2014-01-22 02:50:57,1
757553,Patrick Mcgowan,9979.46,2014-07-08 23:26:06,1
757554,Erin Singleton,3553.95,2013-09-27 03:10:55,0
757555,Kevyn Rose,3793.20,2015-02-04 18:49:21,0
757556,Zephr Cline,3824.85,2014-08-10 08:25:38,0
757557,Jocelyn Talley,1502.41,2013-10-20 09:38:45,1
757558,Devin Rowland,4048.10,2010-08-14 12:09:19,1
757559,Idola Burt,3517.00,2016-02-02 10:32:49,0
757560,Gray West,1666.74,2010-08-10 05:40:27,0
757561,Elaine Fuller,3609.42,2014-10-24 19:09:44,1
757562,Quinlan Wall,2081.62,2010-07-26 03:17:07,0
757563,Charde Lancaster,9441.74,2015-05-22 07:46:27,0
